h_rms,h_peak,h_peak_to_peak,h_crest_factor,h_kurtosis,h_skewness,h_std_dev,h_shape_factor,h_impulse_factor,h_margin_factor,h_freq_center,h_mean_sq_freq,h_rms_freq,h_freq_variance,v_rms,v_peak,v_peak_to_peak,v_crest_factor,v_kurtosis,v_skewness,v_std_dev,v_shape_factor,v_impulse_factor,v_margin_factor,v_freq_center,v_mean_sq_freq,v_rms_freq,v_freq_variance,rul,bearing_name,operating_condition,normalized_time
0.05956850948195248,0.1782088142928462,0.35592091443268115,3.0049671415301122,3.0248357076505616,0.004967141530112327,0.059320152405446865,1.2509934283060224,5.191370189639049,7.377773237747987,3004.9671415301123,15049671.415301124,3807.4507122951686,5024835.707650562,0.05824280031801917,0.17887337600866787,0.3569177570064137,2.9917100498907794,2.9585502494538964,-0.008289950109220724,0.05865729782348021,1.248342009978156,5.164856006360384,7.3380019628299875,2991.7100498907794,14917100.498907793,3787.565074836169,4958550.249453897,125.0,Synthetic_1_1,1,0.0
0.059025010545496234,0.1777663531423446,0.355394441983518,3.000289597790964,2.993086971990892,0.00028959779096373846,0.059094142696081826,1.250057919558193,5.1805002109099245,7.362383064831561,3000.289597790964,15002895.977909638,3799.932724445643,5003120.229757494,0.05860309380647045,0.17861018662039616,0.35666019220059536,2.996070430400706,2.971991135039603,-0.003929569599294111,0.05888318432656894,1.2492140860801413,5.172061876129409,7.349725562660788,2996.0704304007063,14960704.304007059,3793.603973360256,4982024.392806205,125.0,Synthetic_1_1,1,0.0033444816053511705
0.05990336537724817,0.1790624075936438,0.3574771266491869,3.0098213669863583,3.032385923300648,0.009821366986358096,0.05957952110819783,1.2519642733972716,5.198067307544964,7.38965772970892,3009.821366986358,15098213.669863582,3813.728705997932,5052451.316537142,0.06000297044427074,0.17926161772768895,0.35777594185025463,3.010817417656584,3.0373661766517763,0.01081741765658379,0.059629323641709114,1.2521634835313167,5.200059408885415,7.392645881719597,3010.8174176565835,15108174.176565837,3815.2227820032704,5057431.5698882695,125.0,Synthetic_1_1,1,0.006688963210702341
0.060872040464977455,0.18109309153852432,0.36066315322064063,3.020247020972107,3.0761565431555957,0.02024702097210701,0.06011052553677344,1.2540494041944215,5.217440809299549,7.419651320035018,3020.2470209721073,15202470.209721072,3828.8655147357526,5106251.827268562,0.0599593808740029,0.1792677723565752,0.35792517444771693,3.0111204250623613,3.030523563606868,0.011120425062361404,0.059654195741286165,1.2522240850124722,5.1991876174800575,7.392271532305781,3011.1204250623614,15111204.250623615,3815.1756208711345,5060618.847719834,125.0,Synthetic_1_1,1,0.010033444816053512
0.059209132176200704,0.1787981634022188,0.35736217342971427,3.004347429463469,2.988304302428739,0.004347429463468982,0.05932620886356237,1.2508694858926939,5.184182643524014,7.370706820795261,3004.347429463469,15043474.294634689,3804.5144552319925,5028426.110528047,0.059422383956959896,0.17837165984070041,0.3567224180874367,3.006479947271061,2.998966891466698,0.006479947271060859,0.05943283475394197,1.2512959894542122,5.188447679139198,7.377104374218037,3006.4799472710606,15064799.472710608,3807.7132319433804,5039088.699566007,125.0,Synthetic_1_1,1,0.013377926421404682
0.0593043742000016,0.1790838073847507,0.3579334778125522,3.006019834443886,2.9883165333339967,0.0060198344438861205,0.05942144267847619,1.2512039668887773,5.186087484000032,7.374516337569555,3006.0198344438863,15060198.344438862,3806.521390461816,5038460.376232808,0.05965583854025956,0.1788501882374699,0.35758304909163097,3.009534477846466,3.005889750346895,0.009534477846465746,0.059597174848605175,1.2519068955692934,5.193116770805191,7.385060267777294,3009.534477846466,15095344.778464658,3811.793355565685,5056033.5932457065,125.0,Synthetic_1_1,1,0.016722408026755852
0.06121390982860066,0.18206251667029458,0.3625458205250818,3.0258255729711276,3.0790010434569255,0.025825572971127427,0.06042430342084696,1.2551651145942255,5.224278196572013,7.432764264988952,3025.8255729711273,15258255.729711274,3835.728326011875,5139161.309671691,0.06091236190888169,0.18145942083085664,0.36164117676592483,3.022810093773938,3.0639236474709772,0.02281009377393776,0.06027352946098748,1.2545620187547875,5.218247238177634,7.4237178273973825,3022.8100937739378,15228100.937739378,3831.2051072160907,5124083.913685743,125.0,Synthetic_1_1,1,0.020066889632107024
0.06049928753161718,0.1807304278656986,0.36069342100224433,3.019380032910258,3.0384358944195604,0.019380032910258183,0.06011557016704072,1.2538760065820516,5.2099857506323435,7.412297153973158,3019.3800329102583,15193800.329102583,3825.5583436797683,5108605.85017002,0.05914028141362844,0.18037870118506444,0.36016583098129307,3.005789971730371,2.970485588520124,0.0057899717303707965,0.05943606710804636,1.2511579943460742,5.182805628272569,7.371526970433496,3005.789971730371,15057899.717303708,3805.1732519099373,5040655.5442705825,125.0,Synthetic_1_1,1,0.023411371237458192
0.05936051391988567,0.18042891368933175,0.3603883529927286,3.0086831825620552,2.9766220500224962,0.00868318256205516,0.05959525111285315,1.2517366365124112,5.187210278397713,7.379115300654776,3008.6831825620548,15086831.82562055,3809.0113959166615,5056793.83923168,0.06037708568699066,0.18058415967980193,0.3606212219784338,3.018848900233105,3.0274506383777458,0.01884890023310506,0.060103536996405645,1.2537697800466212,5.207541713739813,7.409612453667926,3018.848900233105,15188489.00233105,3824.2599724232364,5107622.42758693,125.0,Synthetic_1_1,1,0.026755852842809364
0.060471673446133765,0.18087246029481532,0.36120236054604465,3.02047576765994,3.0272643612295496,0.020475767659939914,0.06020039342434078,1.254095153531988,5.209433468922675,7.41344133740949,3020.4757676599397,15204757.6765994,3826.198601322686,5117429.00552378,0.059726920750113904,0.18019172551251117,0.36018125837258846,3.0130282406997413,2.9900267264285567,0.013028240699741327,0.059828017076330856,1.2526056481399481,5.1945384150022775,7.391098756528894,3013.028240699741,15130282.406997414,3815.027310882388,5080191.370722787,125.0,Synthetic_1_1,1,0.030100334448160536
0.059565820378842,0.1810145496005883,0.3615656815083641,3.012088231098631,2.9770161648110243,0.01208823109863123,0.059797529225248225,1.2524176462197263,5.19131640757684,7.387266992081805,3012.0882310986312,15120882.310986312,3813.11562423992,5077163.563519912,0.05981155686842724,0.1805230766214178,0.3608284720396084,3.014545595994484,2.9893029892902865,0.01454559599448365,0.05992039747004085,1.2529091191988968,5.196231137368545,7.394639086769361,3014.545595994484,15145455.959944835,3816.801671583699,5089450.387999173,125.0,Synthetic_1_1,1,0.033444816053511704
